نام ژنریک	کد ژنریک
GELATIN MODIFIED INJECTION, SOLUTION INTRAVENOUS 3 % 500 mL	583
SILVER SULFADIAZINE CREAM TOPICAL 1 % 500 g	21719
APIXABAN TABLET ORAL 2.5 mg	51339
APIXABAN TABLET ORAL 5 mg	51340
DEXTROAMPHETAMINE SULFATE TABLET ORAL 10 mg	2235
DEXTROAMPHETAMINE SULFATE TABLET ORAL 5 mg	2236
EMTRICITABINE / TENOFOVIR DISOPROXIL FUMARATE / EFAVIRENZ TABLET ORAL 200 mg/300 mg/600 mg	51351
DEXTROSE INJECTION, SOLUTION INTRAVENOUS 10 % 500 mL	411
ERYTHROMYCIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g	500
DEXTROSE / SODIUM CHLORIDE INJECTION, SOLUTION INTRAVENOUS 3.33 %/0.3 % 500 mL	4907
MAGNESIUM SULFATE INJECTION PARENTERAL 20 % 10 mL	8269
PIRFENIDONE TABLET ORAL 200 mg	24097
METHOTREXATE SODIUM INJECTION, SOLUTION PARENTERAL 100 mg/1mL 50 mL	51361
CYCLOPHOSPHAMIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g	9391
CYCLOSERINE TABLET ORAL 250 mg	2122
CYTARABINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg	51367
DACARBAZINE INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg	15372
DALTEPARIN SODIUM INJECTION PARENTERAL 10000 [iU]/1mL	51369
DANTROLENE SODIUM CAPSULE ORAL 25 mg	51370
DARUNAVIR (AS ETHANOLATE) TABLET ORAL 600 mg	22525
DARUNAVIR (AS ETHANOLATE) TABLET ORAL 300 mg	51373
DEFERIPRONE TABLET ORAL 500 mg	1834
IPRATROPIUM BROMIDE INHALANT RESPIRATORY 40 ug	1555
IRINOTECAN HYDROCHLORIDE INJECTION, POWDER, FOR SOLUTION INTRAVENOUS 100 mg	20299
IRINOTECAN HYDROCHLORIDE INJECTION, POWDER, FOR SOLUTION INTRAVENOUS 40 mg	20298
FERRIC DERISOMALTOSE INJECTION PARENTERAL 100 mg/1mL 1 mL	21444
IRON (AS SORBITOL) INJECTION INTRAMUSCULAR 50 mg/1mL	710
ISONIAZID INJECTION PARENTERAL 100 mg/1mL	714
ISOPROTERENOL HYDROCHLORIDE INJECTION PARENTERAL 1 mg/1mL 2 mL	716
ISOTRETINOIN CAPSULE, LIQUID FILLED ORAL 8 mg	51390
METHADONE HYDROCHLORIDE POWDER ORAL 1 g	1362
METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 20 mg	7991
LIDOCAINE HYDROCHLORIDE INJECTION, SOLUTION PARENTERAL 4 % 50 mL	2384
LIDOCAINE HYDROCHLORIDE SOLUTION TOPICAL 4 %	2385
CABAZITAXEL INJECTION, SOLUTION, CONCENTRATE INTRAVENOUS 40 mg/1mL 1.5 mL	51404
INSULIN LISPRO INJECTION PARENTERAL 100 [iU]/1mL 3 mL	51410
INSULIN LISPRO INJECTION PARENTERAL 100 [iU]/1mL 10 mL	8646
NATAMYCIN SOLUTION, DROPS OPHTHALMIC 5 % 3 mL	890
MENINGOCOCCAL VACCINE ACYW-135 INJECTION PARENTERAL 10 {dose} 5 mL	4682
ELBASVIR / GRAZOPREVIR TABLET ORAL 50 mg/100 mg	51414
YELLOW FEVER VACCINE INJECTION PARENTERAL 1 {dose}	1313
DALTEPARIN SODIUM INJECTION PARENTERAL 12500 [iU]/1mL 0.3 mL	51417
GLYCINE SOLUTION IRRIGATION 1.5 % 3000 mL	601
LINEZOLID POWDER, FOR SUSPENSION ORAL 100 mg/5mL	51420
TRACE METAL COMBINATION (2-3) INJECTION PARENTERAL 540 ug/1050 ug/19.79 ug/102.3 ug/17.29 ug/16.6 ug/5.33 ug/210 ug/4.85 ug/1mL 10 mL	51421
MEASLES IMMUNE GLOBIN INJECTION PARENTERAL 200 [iU]/1mL 1 mL	1579
CICLOSPORIN INJECTION, SOLUTION INTRAVENOUS 50 mg/1mL 5 mL	6685
MEFLOQUINE TABLET ORAL 250 mg	796
CALCITONIN, SALMON SPRAY NASAL 100 [iU]/1 {dose} 16 {Puff}	1415
CALCITONIN, SALMON SPRAY NASAL 200 [iU]/1{Puff} 14 {Puff}	1738
BUDESONIDE / FORMOTEROL FUMARATE POWDER, METERED RESPIRATORY 80 ug/4.5 ug/1{dose} 120 {dose}	16502
SALMETEROL (AS XINAFOATE) AEROSOL, METERED RESPIRATORY 25 ug/1{dose} 120 {dose}	1117
OLOPATADINE HYDROCHLORIDE SPRAY NASAL 0.6 % 20 mL	18871
SODIUM CHLORIDE SOLUTION IRRIGATION 0.9 % 3 L	1143
MILTEFOSINE CAPSULE ORAL 50 mg	51441
GONADORELIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 ug	604
GONADORELIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 0.8 mg	607
GONADORELIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 3.2 mg	605
HYDROXYUREA CAPSULE ORAL 250 mg	51456
BETAINE POWDER, FOR SOLUTION ORAL 1 g/1g 100 g	9805
NINTEDANIB ESILATE CAPSULE, LIQUID FILLED ORAL 100 mg	51458
NINTEDANIB ESILATE CAPSULE, LIQUID FILLED ORAL 150 mg	51459
PIRACETAM LIQUID ORAL 33.33 % 120 mL	1015
IFOSFAMIDE INJECTION, SOLUTION PARENTERAL 50 mg/1mL 20 mL	51462
INSULIN ZINC INJECTION PARENTERAL 100 [iU]/1mL	51464
INTERFERON ALFA-2A INJECTION PARENTERAL 6000000 [iU]/1mL	51465
INTERFERON ALFA-2A INJECTION PARENTERAL 9000000 U/1mL	51467
INTERFERON ALFA-2B INJECTION, POWDER, FOR SOLUTION PARENTERAL 10000000 [iU]/1mL	51468
INTERFERON ALFA-2B INJECTION PARENTERAL 10000000 [iU]/1mL	51469
RINGERS INJECTION, SOLUTION INTRAVENOUS 147 meq/4.5 meq/4 meq/156 meq/1L 500 mL	4864
IVERMECTIN TABLET ORAL 6 mg	51473
LAMIVUDINE SOLUTION ORAL 10 mg/1mL 100 mL	2066
LENALIDOMIDE CAPSULE ORAL 5 mg	51479
RINGERS INJECTION, SOLUTION INTRAVENOUS 147 meq/4.5 meq/4 meq/156 meq/1L 1000 mL	1104
LEVODOPA / CARBIDOPA / ENTACAPONE TABLET ORAL 125 mg/31.25 mg/200 mg	51482
LEVODOPA / BENSERAZIDE TABLET ORAL 50 mg/12.5 mg	10062
RANITIDINE SOLUTION ORAL 75 mg/5mL 240 mL	10188
PERITONEAL DIALYSIS I SOLUTION INTRAPERITONEAL 13.62 g/132 meq/3.5 meq/1.5 meq/35 meq/102 meq/1000 mL 5 L	17169
PERITONEAL DIALYSIS II SOLUTION INTRAPERITONEAL 22.7 g/1025.67 meq/3.5 meq/1.5 meq/35 meq/132 meq/1000 mL 2 L	693
PERITONEAL DIALYSIS II SOLUTION INTRAPERITONEAL 22.7 g/1025.67 meq/3.5 meq/1.5 meq/35 meq/132 meq/1000 mL 5 L	17170
PERITONEAL DIALYSIS III SOLUTION INTRAPERITONEAL 38.6 g/5.67 g/0.257 g/0.152 g/3.922 g/1000 mL 5 L	17171
FENTANYL PATCH TRANSDERMAL 25 ug/1h	1987
HEMODIALYSIS CONCENTRATED I ACIDIC SOLUTION, CONCENTRATE HEMODIALYSIS 3710 meq/35 meq/35 meq/87.5 meq/3902.5 meq/122.5 meq/70 g 4920 mL	51502
HEMODIALYSIS CONCENTRATED WITHOUT DEXTROSE SOLUTION, CONCENTRATE HEMODIALYSIS 1225 meq/3657.5 meq/87.5 meq/35 meq/35 meq/4725 meq	51503
HEMODIALYSIS CONCENTRATED III ACIDIC SOLUTION, CONCENTRATE HEMODIALYSIS 3710 meq/35 meq/105 meq/87.5 meq/3902.5 meq/122.5 meq/70 g 4920 mL	51504
LOPINAVIR / RITONAVIR TABLET ORAL 80 mg/20 mg	51507
LOPINAVIR / RITONAVIR TABLET ORAL 100 mg/25 mg	51508
LOPINAVIR / RITONAVIR CAPSULE, LIQUID FILLED ORAL 133.3 mg/33.3 mg	13003
RANIBIZUMAB INJECTION, SOLUTION PARENTERAL 10 mg/1mL 1 mL	11416
MEGLUMINE COMPOUND SOLUTION ORAL 66 %/10 % 120 mL	51516
OSELTAMIVIR (AS PHOSPHATE) CAPSULE ORAL 45 mg	17746
OSELTAMIVIR (AS PHOSPHATE) POWDER, FOR SUSPENSION ORAL 60 mg/5mL 75 mL	51520
MEGLUMINE COMPOUND INJECTION PARENTERAL 66 %/10 % 20 mL	799
OXYCODONE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 10 mg	51525
OXYCODONE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 40 mg	51526
OXYCODONE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 80 mg	51527
PAROMOMYCIN CAPSULE ORAL 250 mg	954
DESMOPRESSIN ACETATE SPRAY NASAL 100 ug/1mL 5 mL	1747
PHOSPHATE, POTASSIUM MONOBASIC TABLET ORAL 500 mg	998
PIPERACILLIN INJECTION PARENTERAL 1 g	1010
POLYMYXIN B / NEOMYCIN SULFATE / HYDROCORTISONE SOLUTION, DROPS AURICULAR (OTIC) 10000 [iU]/5 mg/10 mg/1mL	1024
PRALIDOXIME CHLORIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g	1643
PRAZIQUANTEL TABLET ORAL 500 mg	51579
PRIMIDONE SUSPENSION ORAL 250 mg/5mL	1052
PROCAINAMIDE CAPSULE ORAL 500 mg	2398
PROTHIONAMIDE TABLET ORAL 250 mg	1657
PYRIDOSTIGMINE BROMIDE TABLET, EXTENDED RELEASE ORAL 180 mg	51600
PYRIDOSTIGMINE BROMIDE TABLET ORAL 10 mg	1079
QUININE HYDROCHLORIDE TABLET ORAL 250 mg	1090
QUININE HYDROCHLORIDE TABLET ORAL 200 mg	6966
QUININE HYDROCHLORIDE TABLET ORAL 100 mg	1089
RALTEGRAVIR TABLET ORAL 400 mg	22527
RALTEGRAVIR TABLET, CHEWABLE ORAL 100 mg	24689
RIBAVIRIN INJECTION PARENTERAL 100 mg/1mL 1 mL	1880
RIFABUTIN CAPSULE ORAL 150 mg	3016
RIFAMPICIN SOLUTION, DROPS ORAL 153 mg/1mL	1102
RIFAMPICIN SYRUP ORAL 20 mg/1mL 200 mL	14626
RISPERIDONE INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE PARENTERAL 25 mg	8127
RISPERIDONE INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE PARENTERAL 37.5 mg	19736
RITONAVIR CAPSULE ORAL 100 mg	12455
SALBUTAMOL (AS SULFATE) INHALANT RESPIRATORY 5 mg/1mL	51622
SALMETEROL (AS XINAFOATE) AEROSOL, METERED RESPIRATORY 50 ug/1{dose}	1118
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/100 ug/1{dose} 60 {dose}	20185
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/500 ug/1{dose} 60 {dose}	18046
MESALAZINE TABLET, EXTENDED RELEASE ORAL 250 mg	2155
METHOTREXATE SODIUM INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 50 mg	51649
METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 27 mg	51653
METHYLPHENIDATE HYDROCHLORIDE TABLET, EXTENDED RELEASE ORAL 30 mg	51654
SUCCINYLCHOLINE CHLORIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g	51675
SUCCINYLCHOLINE CHLORIDE INJECTION, POWDER, FOR SOLUTION PARENTERAL 500 mg	1177
PYRIMETHAMINE / SULFADOXINE TABLET ORAL 500 mg/25 mg	1682
TENECTEPLASE INJECTION, POWDER, FOR SOLUTION PARENTERAL 50 mg	51682
METHYLENE BLUE INJECTION PARENTERAL 10 mg/1mL 5 mL	5979
THIOPENTAL SODIUM INJECTION PARENTERAL 25 mg/1mL	51693
THIOPENTAL SODIUM INJECTION PARENTERAL 50 mg/1mL	51694
THYROTROPIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 10 [iU]	1693
TOBRAMYCIN SOLUTION RESPIRATORY 60 mg/1mL 5 mL	51698
TOBRAMYCIN (AS SULFATE) INJECTION PARENTERAL 10 mg/1mL 2 mL	2189
TRIMIPRAMINE (AS MALEATE) SOLUTION, DROPS ORAL 4 % 30 mL	1261
TRIAMCINOLONE ACETONIDE PASTE ORAL 0.1 % 10 g	6478
VITAMIN K1 (PHYTOMENADIONE) INJECTION PARENTERAL 2 mg/1mL 0.5 mL	1004
SIROLIMUS TABLET ORAL 0.5 mg	51715
SIROLIMUS TABLET ORAL 2 mg	16787
PENTOSTATIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 10 mg	7233
HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 50 [iU]/1mL 40 mL	22398
POLIOMYELITIS VACCINE SUSPENSION ORAL 15 {dose}	2767
WARFARIN SODIUM TABLET ORAL 10 mg	51739
WARFARIN SODIUM TABLET ORAL 2 mg	12575
WARFARIN SODIUM TABLET ORAL 2.5 mg	2199
WARFARIN SODIUM TABLET ORAL 4 mg	12569
WARFARIN SODIUM TABLET ORAL 6 mg	12570
WARFARIN SODIUM TABLET ORAL 7.5 mg	51744
ZIDOVUDINE SYRUP ORAL 50 mg/5mL 100 mL	1712
ZIDOVUDINE INJECTION, SOLUTION, CONCENTRATE PARENTERAL 10 mg/1mL	51747
TRIENTINE DIHYDROCHLORIDE TABLET ORAL 1 mg	51749
TRIENTINE DIHYDROCHLORIDE INJECTION INTRAMUSCULAR 1 mg/1mL	51751
VANCOMYCIN (AS HYDROCHLORIDE) POWDER, FOR SUSPENSION ORAL 500 mg/6mL 120 mL	1703
TRIENTINE DIHYDROCHLORIDE TABLET ORAL 10 mg	51753
TRIENTINE DIHYDROCHLORIDE TABLET ORAL 2 mg	51754
TRIENTINE DIHYDROCHLORIDE TABLET ORAL 5 mg	51755
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/250 ug/1{dose} 60 {dose}	20184
RIFABUTIN TABLET ORAL 300 mg	51766
MOMETASONE FUROATE POWDER RESPIRATORY 100 ug	51768
MOMETASONE FUROATE POWDER RESPIRATORY 200 ug	51769
MOMETASONE FUROATE POWDER RESPIRATORY 400 ug	51770
MORPHINE SULFATE TABLET ORAL 10 mg	1599
MORPHINE HYDROCHOLORIDE INJECTION PARENTERAL 10 mg/1mL 1 mL	865
MORPHINE SULFATE INJECTION PARENTERAL 25 mg/1mL	51773
MORPHINE SULFATE INJECTION PARENTERAL 50 mg/1mL	51774
NAFCILLIN INJECTION PARENTERAL 1 g/1mL	1866
NAFCILLIN INJECTION PARENTERAL 500 mg/1mL	880
NALTREXONE INJECTION, POWDER, FOR SUSPENSION, EXTENDED RELEASE PARENTERAL 380 mg	51777
NELFINAVIR POWDER ORAL 50 mg	5648
NELFINAVIR TABLET ORAL 625 mg	51781
NILOTINIB CAPSULE ORAL 150 mg	51798
OCTREOTIDE (AS ACETATE) INJECTION PARENTERAL 100 ug/1mL 1 mL	2392
NITROGLYCERIN OINTMENT TOPICAL 2 % 30 g	910
SODIUM TETRADECYL SULFATE INJECTION PARENTERAL 0.5 % 2 mL	51816
MITOMYCIN INJECTION, POWDER, FOR SOLUTION INTRACAVITARY 40 mg	51818
MITOMYCIN INJECTION, POWDER, FOR SOLUTION PARENTERAL 5 mg	2164
THALIDOMIDE CAPSULE ORAL 50 mg	51822
LEFLUNOMIDE TABLET ORAL 10 mg	10058
HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 50 [iU]/1mL 2 mL	22396
DIPHTHERIA TOXOID / TETANUS TOXOID / PERTUSSIS / HAEMOPHILUS INFLUENZAE TYPE B VACCINE INJECTION, SUSPENSION PARENTERAL 10 {dose} 5 mL	16491
HEPATITIS B VIRUS INJECTION PARENTERAL 1 {dose} 1 mL	51828
RITONAVIR TABLET ORAL 100 mg	23088
PEMBROLIZUMAB INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 50 mg	51831
LIDOCAINE HYDROCHLORIDE INJECTION PARENTERAL 1 % 5 mL	1573
COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]	5728
METRONIDAZOLE INJECTION, SOLUTION PARENTERAL 5 mg/1mL 100 mL	843
EPHEDRINE HYDROCHLORIDE TABLET ORAL 30 mg	8699
MOMETASONE FUROATE SPRAY, SUSPENSION NASAL 0.05 % 20 mL	21807
POSACONAZOLE TABLET, DELAYED RELEASE ORAL 100 mg	51840
BUPIVACAINE HYDROCHLORIDE INJECTION PARENTERAL 0.5 % 10 mL	51847
DEXTROSE / SODIUM CHLORIDE INJECTION, SOLUTION INTRAVENOUS 5 %/0.45 % 1000 mL	51850
HEPARIN SODIUM INJECTION PARENTERAL 5000 [iU]/1mL 5 mL	51851
IMMUNE GLOBULIN INJECTION PARENTERAL 200 mg/1mL 100 mL	51852
IOHEXOL INJECTION PARENTERAL 240 mg/1mL 200 mL	51853
MAGNESIUM SULFATE INJECTION PARENTERAL 10 % 50 mL	51854
MANNITOL INJECTION, SOLUTION INTRAVENOUS 20 % 250 mL	51855
MANNITOL INJECTION, SOLUTION INTRAVENOUS 10 % 1000 mL	51856
MANNITOL INJECTION, SOLUTION INTRAVENOUS 10 % 250 mL	51857
NITROGLYCERIN INJECTION PARENTERAL 1 mg/1mL 10 mL	51860
PERITONEAL DIALYSIS II BICARBOATE BASED SOLUTION INTRAPERITONEAL 132 mmol/1.25 mmol/0.25 mmol/95 mmol/15 mmol/25 mmol/126 mmol/1000 mL 2 L	51861
CLOTRIMAZOLE CREAM VAGINAL 2 % 50 g	51866
IBUPROFEN INJECTION PARENTERAL 100 mg/1mL 8 mL	51868
METHADONE HYDROCHLORIDE TABLET, FOR SUSPENSION ORAL 20 mg	51870
METHADONE HYDROCHLORIDE TABLET, FOR SUSPENSION ORAL 40 mg	51871
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE AEROSOL, METERED RESPIRATORY 25 ug/50 ug/1{dose} 60 {dose}	51874
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/500 ug/1{dose} 120 {dose}	51875
SALMETEROL (AS XINAFOATE) / FLUTICASONE PROPIONATE DISC RESPIRATORY 50 ug/100 ug/1{dose} 120 {dose}	51876
NITROFURANTOIN SUSPENSION ORAL 25 mg/5mL 100 mL	51882
TEMOZOLOMIDE CAPSULE ORAL 180 mg	51888
FORMOTEROL FUMARATE AEROSOL, METERED RESPIRATORY 12 ug/1{dose} 60 {Puff}	51890
MIGLUSTAT CAPSULE ORAL 100 mg	51893
HYDROXOCOBALAMIN INJECTION PARENTERAL 5 mg/1mL 2 mL	51899
ACETYLCYSTEINE INJECTION PARENTERAL 200 mg/1mL 10 mL	51914
PANCREATIN CAPSULE, DELAYED RELEASE PELLETS ORAL 40000 [iU]	51916
METHYLENE BLUE INJECTION PARENTERAL 10 mg/1mL 1 mL	51920
VISMODEGIB CAPSULE ORAL 150 mg	51922
ALBUMIN (HUMAN) INJECTION, SOLUTION PARENTERAL 25 % 50 mL	51927
LACTULOSE SYRUP ORAL 10 g/15mL 15 mL	51935
PEGFILGRASTIM INJECTION, SOLUTION PARENTERAL 10 mg/1mL 0.3 mL	51936
TRIPTORELIN (AS ACETATE) INJECTION, POWDER, LYOPHILIZED, FOR SUSPENSION, EXTENDED RELEASE PARENTERAL 11.25 mg	51937
SODIUM BICARBONATE INJECTION PARENTERAL 8.4 % 10 mL	51939
FLUTICASONE PROPIONATE SPRAY NASAL 50 ug/1{Puff} 60 {Puff}	51941
SIMPLE EYE OINTMENT OPHTHALMIC  3.5 g	51943
MEDROXYPROGESTERONE ACETATE INJECTION PARENTERAL 100 mg/1mL 3.3 mL	51944
BEDAQUILINE TABLET ORAL 100 mg	51945
ATAZANAVIR / RITONAVIR TABLET ORAL 300 mg/100 mg	51946
DOLUTEGRAVIR TABLET ORAL 50 mg	51948
QUININE SULFATE TABLET ORAL 300 mg	51949
CHLOROQUINE PHOSPHATE SOLUTION ORAL 80 mg/5mL 60 mL	51950
FACTOR IX INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 600 [iU]	51951
DEFERASIROX TABLET ORAL 90 mg	51953
DEFERASIROX TABLET ORAL 180 mg	51954
DEFERASIROX TABLET ORAL 360 mg	51955
MOMETASONE FUROATE SPRAY, SUSPENSION NASAL 0.05 % 14 mL	51956
EPOETIN INJECTION PARENTERAL 10000 [iU]/1mL 0.4 mL	51957
SUGAMMADEX (AS SODIUM) INJECTION, SOLUTION PARENTERAL 100 mg/1mL 2 mL	51961
LEVODOPA / CARBIDOPA / ENTACAPONE TABLET ORAL 200 mg/50 mg/200 mg	51962
APOMORPHINE HYDROCHLORIDE INJECTION PARENTERAL 5 mg/1mL 20 mL	51973
HEPATITIS A, INACTIVATED, WHOLE VIRUS INJECTION, SUSPENSION PARENTERAL 50 [iU]/1mL	51974
KETAMINE (AS HYDROCHLORIDE) INJECTION PARENTERAL 50 mg/1mL 2 mL	51975
TENOFOVIR ALAFENAMIDE (AS FUMARATE) TABLET ORAL 25 mg	51976
EMTRICITABINE / TENOFOVIR ALAFENAMIDE (AS FUMARATE) TABLET ORAL 200 mg/25 mg	51977
METHADONE HYDROCHLORIDE SOLUTION ORAL 5 mg/5 mL 240 mL	51978
IMATINIB (AS MESYLATE) CAPSULE ORAL 400 mg	51979
PIRACETAM SOLUTION ORAL 20 % 200 mL	51981
GADOPENTETATE DIMEGLUMINE INJECTION PARENTERAL 469 mg/1mL 20 mL	51982
IDARUBICIN HYDROCHLORIDE INJECTION, SOLUTION PARENTERAL 1 mg/1mL 5 mL	51983
IDARUBICIN HYDROCHLORIDE INJECTION, SOLUTION PARENTERAL 1 mg/1mL 10 mL	51984
IDARUBICIN HYDROCHLORIDE INJECTION, SOLUTION PARENTERAL 1 mg/1mL 20 mL	51985
INTERFERON BETA-1A INJECTION PARENTERAL 12000000 [iU]/1mL 0.5 mL	51988
ERLOTINIB (AS HYDROCHLORIDE) TABLET ORAL 25 mg	51989
SOFOSBUVIR / VELPATASVIR TABLET ORAL 400 mg/100 mg	51994
IGM-ENRICHED HUMAN (IMMUNE GLOBULIN) INJECTION PARENTERAL 50 mg/1mL 50 mL	51997
TEMOCILLIN SODIUM INJECTION, POWDER, FOR SOLUTION PARENTERAL 1 g	51999
SUCCINYLCHOLINE CHLORIDE INJECTION PARENTERAL 20 mg/1mL 5 mL	52003
LABETALOL HYDROCHLORIDE INJECTION PARENTERAL 5 mg/1mL 4 mL	52006
LABETALOL HYDROCHLORIDE INJECTION PARENTERAL 5 mg/1mL 40 mL	52007
TEGAFUR / GIMERACIL / OTERACIL CAPSULE ORAL 20 mg/5.8 mg/15.8 mg	52013
THIOTEPA INJECTION, POWDER, FOR SOLUTION PARENTERAL 15 mg	52019
THIOTEPA INJECTION, POWDER, FOR SOLUTION PARENTERAL 100 mg	52020
METOLAZONE TABLET ORAL 10 mg	52021
AMINO ACID 10% PAEDIATRIC (2) INJECTION, SOLUTION INTRAVENOUS 5.1 mg/7.6 mg/8.8 mg/2 mg/3.1 mg/5.1 mg/4 mg/6.1 mg/9.1 mg/4.6 mg/15.9 mg/2 mg/6.6 mg/9.3 mg/6.1 mg/2 mg/1.3 mg/0.7 mg/0.3 mg/1 mL 100 mL	52022
AMINO ACID 10% PAEDIATRIC (2) INJECTION, SOLUTION INTRAVENOUS 5.1 mg/7.6 mg/8.8 mg/2 mg/3.1 mg/5.1 mg/4 mg/6.1 mg/9.1 mg/4.6 mg/15.9 mg/2 mg/6.6 mg/9.3 mg/6.1 mg/2 mg/1.3 mg/0.7 mg/0.3 mg/1 mL 250 mL	52023
IPRATROPIUM BROMIDE SPRAY, METERED NASAL 21 ug/1{Puff} 15 mL	52032
IPRATROPIUM BROMIDE SPRAY, METERED NASAL 42 ug/1{Puff}	52033
INTERFERON BETA-1A INJECTION PARENTERAL 12000000 [iU] 1.5 mL	52034
ADALIMUMAB INJECTION, SOLUTION PARENTERAL 50 mg/1mL 0.4 mL	52035
EPOETIN INJECTION PARENTERAL 10000 [iU]/1mL 0.6 mL	52036
CALFACTANT SUSPENSION ENDOTRACHEAL 35 mg/1mL 3 mL	52040
CALFACTANT SUSPENSION ENDOTRACHEAL 35 mg/1mL 6 mL	52041
DEXMEDETOMIDINE (AS HYDROCHLORIDE) INJECTION PARENTERAL 4 ug/1mL 50 mL	52043
DEXMEDETOMIDINE (AS HYDROCHLORIDE) INJECTION PARENTERAL 4 ug/1mL 100 mL	52044
DIHYDROTACHYSTEROL SOLUTION ORAL 1 mg/1mL 15 mL	52045
NITROFURANTOIN SUSPENSION ORAL 10 mg/1mL 80 mL	52046
DIGOXIN INJECTION PARENTERAL 0.25 mg/1mL 1 mL	52047
RITUXIMAB INJECTION PARENTERAL 120 mg/1mL 11.7 mL	52048
RITUXIMAB INJECTION PARENTERAL 120 mg/1mL 13.4 mL	52049
SAPROPTERIN DIHYDROCHLORIDE POWDER ORAL 100 mg	52050
SAPROPTERIN DIHYDROCHLORIDE POWDER ORAL 500 mg	52051
PROSTAGLANDINE F2a INJECTION PARENTERAL 5 mg/1mL	52056
FACTOR VIII / VON WILLEBRAND FACTOR INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]/750 [iU]	52057
PORACTANT ALFA INJECTION ENDOTRACHEAL 80 mg/1mL 1.5 mL	52058
HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 180 [iU]/1mL 1 mL	52059
HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 180 [iU]/1mL 3 mL	52060
HEPATITIS B IMMUNE GLOBULIN INJECTION PARENTERAL 334 [iU]/1mL 3 mL	52061
CORIFOLLITROPIN ALFA INJECTION, SOLUTION PARENTERAL 200 ug/1mL 0.5 mL	52062
ABIRATERONE ACETATE TABLET ORAL 500 mg	52063
VALPROATE SODIUM SYRUP ORAL 200 mg/5mL 250 mL	52064
DESMOPRESSIN ACETATE SPRAY NASAL 100 ug/1mL 2.5 mL	52065
METHOTREXATE SODIUM INJECTION PARENTERAL 25 mg/1mL 0.3 mL	52066
METHOTREXATE SODIUM INJECTION PARENTERAL 25 mg/1mL 0.4 mL	52067
METHOTREXATE SODIUM INJECTION PARENTERAL 25 mg/1mL 0.6 mL	52068
METHOTREXATE SODIUM INJECTION PARENTERAL 25 mg/1mL 0.8 mL	52069
LACTULOSE SYRUP ORAL 10 g/15mL 100 mL	52072
MENINGOCOCCAL VACCINE ACYW-135 INJECTION PARENTERAL 5 {dose}	52074
LACTULOSE SYRUP ORAL 10 g/15mL 250 mL	52075
CIPROFLOXACIN (AS LACTATE) INJECTION, SOLUTION INTRAVENOUS 10 mg/1mL 40 mL	52076
FLUORESCEIN SODIUM INJECTION PARENTERAL 200 mg/1mL 5 mL	52080
LACTULOSE SYRUP ORAL 10 g/15mL 200 mL	52081
BIMATOPROST SOLUTION, DROPS OPHTHALMIC 0.03 % 3 mL	52082
POLIOMYELITIS VACCINE INJECTION PARENTERAL 10 {dose}	52083
NOREPINEPHRINE (AS BITARTRATE) INJECTION, SOLUTION, CONCENTRATE PARENTERAL 1 mg/1mL 1 mL	52084
CLINDAMYCIN (AS PALMITATE HYDROCHLORIDE) SUSPENSION ORAL 75 mg/5mL 100 mL	52088
